-2.272125843606754569e-01,-3.012096943641126567e-01,-2.766278444207403986e-01,-1.909333804880141150e-01,-2.186510028085907609e-01,-3.763437381620891586e-01,-2.643508089518765147e-01,-3.287424095000173185e-01,-3.237164940829152515e-01,-3.028265614236207992e-01,-3.060723119148966997e-01,-2.474001592159044416e-01,-2.638189917471873147e-01,-3.046445940996369006e-01,-2.923727534781777049e-01,-3.095449949036320203e-01,-2.344908881509829290e-01,-3.332008620725585013e-01,-2.994481619567243569e-01,-3.622787607594898929e-01,-4.710540618314729144e-01,-2.890950032667032876e-01,-2.699965382622797616e-01,-3.540653456723926173e-01,-1.983276093205096069e-01,-3.886276513026107327e-01,-3.191254213502733861e-01,-3.416042940621550339e-01,-2.358296899036317618e-01,-2.353310146836492256e-01
-2.819751011561912879e-01,-2.599575803295238186e-01,-3.392601890338061699e-01,-4.069957346289871380e-01,-3.101646979968552542e-01,-2.816341588634696524e-01,-2.060600748632139545e-01,-2.159112905462737542e-01,-3.096196589704074409e-01,-3.215758196076899944e-01,-3.487483248185284657e-01,-3.816561909951151077e-01,-3.970027943009165061e-01,-1.637576250528586241e-01,-3.318976057229348076e-01,-3.071069839913668775e-01,-3.625035655727554262e-01,-2.520888864060187862e-01,-3.790422778298707107e-01,-3.022860851084447908e-01,-3.400599899093245670e-01,-2.785026567103424111e-01,-3.352326358187889821e-01,-3.605187381865011531e-01,-3.012918891304435243e-01,-2.370874896396351350e-01,-2.974864142357405150e-01,-2.828610467558777541e-01,-3.288644451244164268e-01,-3.176935541798101004e-01
-3.215652941429910650e-01,-3.076196253846429918e-01,-3.363849590823884683e-01,-3.655380656999404065e-01,-2.749724198894269445e-01,-2.966472247196521028e-01,-3.928546191995070935e-01,-2.580660187048092191e-01,-3.233518040915417391e-01,-2.839821955407538789e-01,-2.451274629953885953e-01,-2.794494353379814999e-01,-2.181122526283710839e-01,-3.595133359300660691e-01,-2.687447811116440155e-01,-3.336229397363922877e-01,-3.483299284387612604e-01,-3.290192227618969900e-01,-3.087866139101093088e-01,-2.807907063010101067e-01,-3.465040793021351706e-01,-2.366415501054309201e-01,-2.637442529155918924e-01,-3.758587700687328059e-01,-2.095358012211877563e-01,-1.481506708679579676e-01,-2.193671432526922704e-01,-2.863369342764320313e-01,-3.462216372349730120e-01,-2.217528455370497420e-01
-3.488568528105610023e-01,-2.514740590632685846e-01,-2.964026282083558339e-01,-2.466820421784755579e-01,-3.019319452813148397e-01,-2.720972912592922177e-01,-3.207526395226467097e-01,-2.169593836574217338e-01,-3.358069983613030662e-01,-3.128939896806957610e-01,-2.113281982293122585e-01,-3.958537925762001253e-01,-3.975050395106748402e-01,-2.657817597328824277e-01,-3.871111505234115513e-01,-2.216763584825186539e-01,-3.452215078207551691e-01,-3.693449905905301645e-01,-2.084031637531024439e-01,-2.316265265713142174e-01,-2.047981885942583846e-01,-2.706590035318048870e-01,-3.775514768442636004e-01,-1.986293399066178800e-01,-3.401686293761289059e-01,-2.589850910208567059e-01,-2.595774829933022998e-01,-3.311819569487121639e-01,-2.900747168629821404e-01,-2.789080252705564700e-01
-2.763979323324332049e-01,-3.594001401325896405e-01,-2.746892922551106841e-01,-2.209790968669359257e-01,-3.280059208330314280e-01,-2.864195151213724255e-01,-3.161076772046707006e-01,-1.886870113942871185e-01,-2.523607109305592289e-01,-2.832525810688850121e-01,-3.532162168175667638e-01,-2.811051182751651001e-01,-3.284189024558872294e-01,-2.948960573369991955e-01,-3.493119078793550103e-01,-2.453802784203543419e-01,-2.611409249923533626e-01,-2.857155572715479597e-01,-2.725226022974541751e-01,-3.631182423589658370e-01,-3.793643336214575501e-01,-2.713790736221965982e-01,-2.957197117649677520e-01,-2.506189383558471429e-01,-1.542616288293267579e-01,-2.379754541628841813e-01,-3.450215775551466746e-01,-2.241924529630104912e-01,-3.548357714634057247e-01,-3.328952639569253136e-01
-2.911730496530742784e-01,-2.038809927395959232e-01,-3.673779197131267216e-01,-3.627972371260973494e-01,-2.937367587096393895e-01,-3.403295410117707642e-01,-2.384023830473284422e-01,-3.728072516590149044e-01,-3.748915210955945376e-01,-3.461804066010926717e-01,-3.329364733019704037e-01,-2.061725833147135534e-01,-2.518507000824973252e-01,-3.123209629858274550e-01,-3.588328765299542145e-01,-2.470393301926483431e-01,-3.805064825412198815e-01,-3.980103065026778797e-01,-2.448659095512253081e-01,-2.954672275375399559e-01,-2.456569618394285615e-01,-3.009685055925019337e-01,-2.758026153144298998e-01,-3.416201065808672221e-01,-3.737438834273157373e-01,-2.388651355748737104e-01,-3.722345832121012887e-01,-3.459434581914235807e-01,-3.402387819698362570e-01,-3.316766113397384141e-01
-3.215543348779815735e-01,-4.025363156912336038e-01,-3.377229837929635603e-01,-4.430945984658880565e-01,-2.507831774285932958e-01,-3.898369272572241861e-01,-3.616672379728640974e-01,-3.144066729944587912e-01,-3.799676468212330738e-01,-2.357910331436383067e-01,-3.809119528321761039e-01,-2.960654900339907969e-01,-3.174547540849025906e-01,-3.754209241273556152e-01,-2.773869415278164552e-01,-3.241351867582510926e-01,-2.690236263591266885e-01,-2.635802139180922765e-01,-1.852578059489685125e-01,-2.306840727815095693e-01,-3.227615487532372041e-01,-3.263495968111747025e-01,-2.558264473418498941e-01,-2.795710944778995732e-01,-2.704085285017751583e-01,-3.787067697282284762e-01,-3.360674738691273866e-01,-3.543322254150472195e-01,-2.914947799462899725e-01,-3.146139456966042802e-01
-2.586923781753590612e-01,-2.904729581307374797e-01,-2.588318032987543260e-01,-3.437946543222167861e-01,-3.587540131150008249e-01,-3.159713894453295424e-01,-3.024677689957853688e-01,-2.804910161595590146e-01,-1.592303768500209216e-01,-3.200532156061934308e-01,-3.823869926629075433e-01,-3.272135548550716977e-01,-3.472692592672401712e-01,-2.798387856871262236e-01,-3.950814186262932570e-01,-2.894653559812521704e-01,-3.078989951663999025e-01,-2.952239823379919081e-01,-3.439759421935388306e-01,-3.232986799571811454e-01,-4.045978739246139932e-01,-3.572692465197553902e-01,-3.402813018724851757e-01,-2.935906529081896421e-01,-3.800465637784223305e-01,-2.330368758515570238e-01,-2.303284017271435280e-01,-4.081101672672878822e-01,-2.801580590402651949e-01,-2.583220437769408462e-01
-3.261519399066404867e-01,-3.120430415089968657e-01,-2.924274792503476217e-01,-2.967323402029921064e-01,-3.121866021064477192e-01,-3.850672382091171464e-01,-2.152734827689346542e-01,-2.241996964601316034e-01,-3.310646174198774161e-01,-3.768709273899418788e-01,-2.514234817728183691e-01,-3.230629275723174709e-01,-2.636076184408395751e-01,-2.935870182099679648e-01,-2.440988609434500967e-01,-2.497057572513857182e-01,-3.296138185378304497e-01,-3.699186066276393126e-01,-3.853412432030528523e-01,-2.413959034480758770e-01,-3.574487166764792612e-01,-3.282292510171299638e-01,-3.360229513565158865e-01,-2.817958964631107066e-01,-4.183941252855872261e-01,-2.670935564153786856e-01,-2.641463298108647217e-01,-2.713910950464999972e-01,-2.909632890338628153e-01,-2.770849662322266149e-01
-2.839534140782231098e-01,-4.891566399940642795e-01,-2.035099601045219364e-01,-2.917315457369527021e-01,-3.688982567807220225e-01,-3.298766322082380964e-01,-2.896795302011083706e-01,-3.204878247060358731e-01,-4.319652015993379335e-01,-1.872400572022945853e-01,-3.218847511365369729e-01,-2.605452282668477282e-01,-3.600243602592475001e-01,-2.347841847627966383e-01,-2.840566934468652383e-01,-2.735747599857073498e-01,-3.782474186643691727e-01,-2.510747298900269930e-01,-2.810511838029660647e-01,-2.336653237825869756e-01,-3.446273860074375306e-01,-3.496184555779872083e-01,-1.934511290730653310e-01,-3.685650507016825506e-01,-3.327241078593985990e-01,-2.609939994923237694e-01,-3.169178667822895590e-01,-2.793178185941159741e-01,-3.291306801627134071e-01,-3.031492149608144282e-01
